Type of Fault,Test Pattern,Fault-Free Response
1,00000000000000000000000100000000000000001,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000000,00000000100010110100011100000000
1,00000000100010110000000100000000000000001,00000000100010110010000100000000
1,00000000100010000000011100000000000000001,00000000100010000000001100000000
1,00000000100010000000000100000000000000001,00000000100010000000001100000000
1,00000000100010100000000000000000000000001,00000000101010100000000000000000
1,00000000000000010000000000000000000000001,00000000000000000000000000000000
1,00000000000010000000000000000000000000000,00000000000000000000000000000000
1,00000000000000010000011000000000000000000,00000000000000010000011000000000
1,00000000000010000000011000000000000000001,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000000,00000000000000000000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000000,00000000000000110100010000000000
1,00000000000000110000001000000000000000001,00000000000000110010001000000000
1,00000000000000010000001100000000000000000,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000001,00000000100010000000001100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000000010000010100000000000000000,00000000000000010000010100000000
1,00000000000010000000010100000000000000001,00000000000010000000010100000000
1,00000000000000000000000100000000000000001,00000000000000000000000000000000
1,00000000000000110000000100000000000000001,00000000000000110001000100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000001000000000000000000,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000000100000000000000000,00000000100010110010000100000000
1,00000000100010000000011100000000000000000,00000000100010000000001100000000
1,00000000100010000000000100000000000000001,00000000100010000000001100000000
1,00000000100010100000000000000000000000001,00000000101010100000000000000000
1,00000000000000010000000000000000000000000,00000000000000000000000000000000
1,00000000000010000000000000000000000000001,00000000000000000000000000000000
1,00000000000000010000011000000000000000001,00000000000000010000011000000000
1,00000000000010000000011000000000000000001,00000000000010000000011000000000
1,00000000000000000000010000000000000000000,00000000000000000000000000000000
1,00000000000000000000001000000000000000001,00000000000000000000000000000000
1,00000000000000100000000000000000000000000,00000000000000000000000000000000
1,00000000000000100000011000000000000000000,00000000000000100000011000000000
1,00000000000000110000010000000000000000001,00000000000000110100010000000000
1,00000000000000110000001000000000000000000,00000000000000110010001000000000
1,00000000000000010000001100000000000000001,00000000000100010000001100000000
1,00000000000000100000001100000000000000000,00000000001000100000001100000000
1,00000000000010000000001100000000000000000,00000000100010000000001100000000
1,00000000000000100000010100000000000000000,00000000000000100000010100000000
1,00000000000000010000010100000000000000001,00000000000000010000010100000000
1,00000000000010000000010100000000000000000,00000000000010000000010100000000
1,00000000000000000000000100000000000000000,00000000000000000000000000000000
1,00000000000000110000000100000000000000000,00000000000000110001000100000000
1,00000000100010110000001000000000000000001,00000000100010110001001000000000
1,00000000100010000000001000000000000000001,00000000100010000000001100000000
1,00000000100010110000011100000000000000001,00000000100010110100011100000000
1,00000000100010110000000100000000000000000,00000000100010110010000100000000
1,00000000100010000000011100000000000000000,00000000100010000000001100000000
1,00000000100010000000000100000000000000001,00000000100010000000001100000000
1,00000000100010100000000000000000000000001,00000000101010100000000000000000
0,11000000000010000000000000000000000000001,11000000000011000000000000000000
0,11000000000000000000000100000000000000000,11000000000000000000000100000001
0,11000000000000110000000100000000000000001,11000000000000110000000100010000
0,11000000000000000000001000000000000000001,11000000000000000000001000000010
0,11000000000010000000001100000000000000000,11000000010010000000001100000000
0,11000000000000110000001000000000000000000,11000000000000110000001000100000
0,11000000000010000000011000000000000000000,11000000000010000000011000000000
0,11000000000010000000010100000000000000000,11000000000010000000010100000000
0,11000000000000110000010000000000000000000,11000000000000110000010001000000
0,11000000000000000000010000000000000000001,11000000000000000000010000000100
0,11000000010010110000001000000000000000001,11000000010010110001001000000000
0,11000000010010000000001000000000000000001,11000000010010000000001100000000
0,11000000010010110000011100000000000000001,11000000010010110100011100000000
0,11000000010010110000000100000000000000000,11000000010010110010000100000000
0,11000000010010000000011100000000000000000,11000000010010000000001100000000
0,11000000010010000000000100000000000000001,11000000010010000000001100000000
0,11000000010010100000000000000000000000001,11000000011010100000000000000000
0,11000000010010010000000000000000000000001,11000000010110010000000000000000
0,11000000010000000000000000000000000000001,11000000110000000000000000000000
0,11000000010010100000011000000000000000001,11000000010010100000011000000000
0,11000000010010010000011000000000000000001,11000000010010010000011000000000
0,11000000010000000000011000000000000000000,11000000010000000000011000000000
0,11000000010010100000001100000000000000001,11000000010010000000001100000000
0,11000000010010010000001100000000000000001,11000000010010000000001100000000
0,11000000010000000000001100000000000000000,11000000010010000000001100000000
0,11000000000010000000000000000000000000001,11000000000011000000000000000000
0,11000000000000000000000100000000000000001,11000000000000000000000100000001
0,11000000000000110000000100000000000000000,11000000000000110000000100010000
0,11000000000000000000001000000000000000000,11000000000000000000001000000010
0,11000000000010000000001100000000000000001,11000000010010000000001100000000
0,11000000000000110000001000000000000000001,11000000000000110000001000100000
0,11000000000010000000011000000000000000001,11000000000010000000011000000000
0,11000000000010000000010100000000000000000,11000000000010000000010100000000
0,11000000000000110000010000000000000000001,11000000000000110000010001000000
0,11000000000000000000010000000000000000001,11000000000000000000010000000100
0,11000000010010110000001000000000000000000,11000000010010110001001000000000
0,11000000010010000000001000000000000000001,11000000010010000000001100000000
0,11000000010010110000011100000000000000000,11000000010010110100011100000000
0,11000000010010110000000100000000000000001,11000000010010110010000100000000
0,11000000010010000000011100000000000000000,11000000010010000000001100000000
0,11000000010010000000000100000000000000000,11000000010010000000001100000000
0,11000000010010100000000000000000000000000,11000000011010100000000000000000
0,11000000010010010000000000000000000000001,11000000010110010000000000000000
0,11000000010000000000000000000000000000000,11000000110000000000000000000000
0,11000000010010100000011000000000000000001,11000000010010100000011000000000
